version,train_loss,train_accuracy,train_f1,test_loss,test_accuracy,test_f1,test_precision,test_recall
base_train1,0.13411892452301008,0.9485639947963574,0.9486410871302957,0.1265742069099556,0.9527145359019265,0.9533908754623921,0.9410905550146057,0.9660169915042479
finetuned_train2,0.12030760262768239,0.9577182887165374,0.9587099926704129,0.11851048466563224,0.9595,0.9591939546599496,0.9616161616161616,0.9567839195979899
